ID,Label,Unit,Group
4628,Diff.-Temperature between Tskin and Tven,-,VitalSigns 
4629,Diff.-Temperature between Trect and Tnaso,-,VitalSigns 
4630,Diff.-Temperature between Trect and Tesop,-,VitalSigns 
4631,Diff.-Temperature between Trect and Tcore,-,VitalSigns 
4632,Diff.-Temperature between Trect and Tart,-,VitalSigns 
4633,Diff.-Temperature between Trect and Tven,-,VitalSigns 
4634,Diff.-Temperature between Tnaso and Tesop,-,VitalSigns 
4635,Diff.-Temperature between Tnaso and Tcore,-,VitalSigns 
4636,Diff.-Temperature between Tnaso and Tart,-,VitalSigns 
4637,Diff.-Temperature between Tnaso and Tven,-,VitalSigns 
4638,Diff.-Temperature between Tesop and Tcore,-,VitalSigns 
4639,Diff.-Temperature between Tesop and Tart,-,VitalSigns 
4640,Diff.-Temperature between Tesop and Tven,-,VitalSigns 
4641,Diff.-Temperature between Tcore and Tart,-,VitalSigns 
4642,Diff.-Temperature between Tcore and Tven,-,VitalSigns 
4643,Diff.-Temperature between Tart and Tven,-,VitalSigns 
4644,Newborn Body Length,-,VitalSigns 
4646,Newborn Gestational Age,-,PatientInfo 
4647,Calories,-,VitalSigns 
4648,Input/Output Totals,-,VitalSigns 
4649,Newborn Apgar Scores,-,PatientInfo 
4650,BSA Formula Boyd,-,PatientInfo 
4651,BSA Formula Dubois,-,PatientInfo 
4653,Pupil Reaction (Left Eye),-,VitalSigns 
4654,Pupil Reaction (Right Eye),-,VitalSigns 
4661,Pleth Gain,-,DeviceInfo 
4662,Airway Temperature,-,VitalSigns 
4663,Ventilation Perfusion Index,-,VitalSigns 
4664,O2 Extraction Index,-,VitalSigns 
4665,Duration Above Base Pressure,-,VitalSigns 
4666,Inspiration Rise Time,-,VitalSigns 
4667,Continuous Positive Airway Pressure (CPAP),-,VitalSigns 
4668,HFV Amplitude,-,VitalSigns 
4669,Urine Urea,-,VitalSigns 
4670,Urine pH Value,-,VitalSigns 
4671,Total of CO2 (tCO2),-,VitalSigns 
4672,Total Bilirubin,-,VitalSigns 
4673,Serum Glucose,-,VitalSigns 
4674,Urine Glucose,-,VitalSigns 
4675,Direct Bilirubin,-,VitalSigns 
4676,Serum Calcium,-,VitalSigns 
4677,Total Serum Calcium,-,VitalSigns 
4678,Serum Magnesium,-,VitalSigns 
4679,Serum Phosphat,-,VitalSigns 
4680,Serum Kalium (Potassium),-,VitalSigns 
4681,Serum Clorid,-,VitalSigns 
4682,Serum Albumine,-,VitalSigns 
4683,Urine Clorid,-,VitalSigns 
4684,Serum Globulin,-,VitalSigns 
4685,Serum Protein,-,VitalSigns 
4686,Serum Urea,-,VitalSigns 
4687,Partial Thromboplastin Time,-,VitalSigns 
4688,Prothrombin Time,-,VitalSigns 
4689,Thrombin Time,-,VitalSigns 
4690,Thromboplastine Time (Quick Time),-,VitalSigns 
4691,Alkalische Phosphatase,-,VitalSigns 
4692,Alpha Amylase,-,VitalSigns 
4693,Cholesterinesterase,-,VitalSigns 
4694,Creatinin Kinase,-,VitalSigns 
4695,Creatine Kinase of Type Muscle-Brain,-,VitalSigns 
4696,Creatine Kinase of Type Muscle,-,VitalSigns 
4697,Gamma Glutamyl Transpeptidase,-,VitalSigns 
4698,Glutamic Oxaloacetic Transaminase,-,VitalSigns 
4699,Glutamic Pyruvic Transaminase,-,VitalSigns 
4700,Cholesterin,-,VitalSigns 
4701,Triglyzeride,-,VitalSigns 
4702,Urine Protein,-,VitalSigns 
4703,Urine Calcium,-,VitalSigns 
4704,Carboxy Hemoglobin,-,VitalSigns 
4705,Total Protein,-,VitalSigns 
4706,Lactate Dehydrogenase,-,VitalSigns 
4707,Aspartin Aminotransferase,-,VitalSigns 
4708,Alveolarproteinose (Alkaline Phosphatase),-,VitalSigns 
4709,Reticulocyte Count,-,VitalSigns 
4710,Coagulation Time,-,VitalSigns 
4711,Erithrocyte Sedimentation Rate,-,VitalSigns 
4712,Packed Cell Volume,-,VitalSigns 
4713,Kaolin Cephalin Time,-,VitalSigns 
4715,Minimum Pressure During Breathing Cycle,-,VitalSigns 
4716,Infusion Pump Accumulated Volume,-,OtherMeasuredData 
4717,Transthoracic Impedance,-,VitalSigns 
4718,Inspired Expired N2O Difference,-,VitalSigns 
4719,Inspired Expired Halothane Difference,-,VitalSigns 
4720,Inspired Expired Enfluran Difference,-,VitalSigns 
4721,Inspired Expired Isofluran Difference,-,VitalSigns 
4722,Inspired Expired Sevofluran Difference,-,VitalSigns 
4723,Inspired Expired Desfluran Difference,-,VitalSigns 
4724,Inspired Expired Agent Difference,-,VitalSigns 
4725,Inspired Expired O2 Difference,-,VitalSigns 
4726,Patient Circuit O2,-,VitalSigns 
4727,Barometric Pressure in Sample Chamber,-,OtherMeasuredData 
4728,Minute Volume,-,VitalSigns 
4729,Mean Airway Pressure,-,VitalSigns 
4730,Airway Respiration Rate,-,VitalSigns 
4731,Inspiratory Airway Pressure Waveform,-,Waveforms 
4732,Inspiratory Flow Waveform,-,Waveforms 
4733,HFV Inspired Mandatory Minute Volume,-,VitalSigns 
4734,HFV Gas Transport Coefficient Value,-,VitalSigns 
4735,HFV Inspired Tidal Volume,-,VitalSigns 
4736,HFV Tidal Volume,-,VitalSigns 
4738,Generic Heart Rate,-,VitalSigns 
4739,PERF from the 2nd SpO2/PLETH module,-,VitalSigns 
4741,Percent Alpha (Left),-,VitalSigns 
4742,Percent Beta (Left),-,VitalSigns 
4745,Absolute Alpha (Left),-,VitalSigns 
4746,Absolute Beta (Left),-,VitalSigns 
4747,Absolute Delta (Left),-,VitalSigns 
4748,Absolute Theta (Left),-,VitalSigns 
4749,Mean Dominant Frequency (Left),-,VitalSigns 
4750,Median Power Frequency (Left),-,VitalSigns 
4751,Peak Power Frequency (Left),-,VitalSigns 
4752,Spectral Edge Frequency (Left),-,VitalSigns 
4753,Total Power (Left),-,VitalSigns 
4754,Scale of the Left Channel EEG Wave,-,VitalSigns 
4755,Percent Alpha (Right),-,VitalSigns 
4756,Percent Beta (Right),-,VitalSigns 
4759,Absolute Alpha (Right),-,VitalSigns 
4760,Absolute Beta (Right),-,VitalSigns 
4761,Absolute Delta (Right),-,VitalSigns 
4762,Absolute Theta (Right),-,VitalSigns 
4763,Mean Dominant Frequency (Right),-,VitalSigns 
4764,Median Power Frequency (Right),-,VitalSigns 
4765,Peak Power Frequency (Right),-,VitalSigns 
4766,Spectral Edge Frequency (Right),-,VitalSigns 
4767,Total Power (Right),-,VitalSigns 
4768,Scale of the Right Channel EEG Wave,-,VitalSigns 
4769,Duration of Positive Pressure,-,VitalSigns 
4772,Fresh Gas N2O Concentration,-,VitalSigns 
4774,Liquid Level (Anesthetic Agent Bottle),-,OtherMeasuredData 
4775,Liquid Level (ISOflurane Bottle),-,OtherMeasuredData 
4776,Liquid Level (ENFlurane Bottle),-,OtherMeasuredData 
4777,Liquid Level (HALothane Bottle),-,OtherMeasuredData 
4778,Liquid Level (DESflurane Bottle),-,OtherMeasuredData 
4779,Liquid Level (SEVoflurane Bottle),-,OtherMeasuredData 
4780,Invasive Blood Pressure Wave,-,Waveforms 
4781,Urine Shift Volume,-,VitalSigns 
4782,Urine Flow Rate,-,VitalSigns 
4786,Mean Dominant Frequency (CH1),-,VitalSigns 
4787,Mean Dominant Frequency (CH2),-,VitalSigns 
4788,Peak Power Frequency (CH1),-,VitalSigns 
4789,Peak Power Frequency (CH2),-,VitalSigns 
4794,% of Power in the Alpha Band (CH1),-,VitalSigns 
4795,% of Power in the Alpha Band (CH2),-,VitalSigns 
4796,% of Power in the Beta Band (1st EEG),-,VitalSigns 
4797,% of Power in the Beta Band (2nd EEG),-,VitalSigns 
4800,Hemoglobin,-,VitalSigns 
4801,Patient Temperature,-,VitalSigns 
4802,Capillaries pH Value,-,VitalSigns 
4803,Adjusted pH (at Patient Temperature),-,VitalSigns 
4804,Adjusted Capillaries pH Value,-,VitalSigns 
4805,Partial O2 in the Capillaries,-,VitalSigns 
4806,Adjusted PO2 (at Patient Temperature),-,VitalSigns 
4807,Adjusted PcO2 (at Patient Temperature),-,VitalSigns 
4808,Venous CO2 Partial Pressure (PvCO2),-,VitalSigns 
4809,Partial CO2 in the Capillaries,-,VitalSigns 
4811,Adjusted PcCO2 (at Patient Temperature),-,VitalSigns 
4812,Calculated Total CO2 (tCO2),-,VitalSigns 
4813,Calculated SO2,-,VitalSigns 
4815,Calculated SvO2,-,VitalSigns 
4816,Calculated ScO2,-,VitalSigns 
4817,Calculated HCO3,-,VitalSigns 
4818,Base Excess of Extra Cellular Fluid,-,VitalSigns 
4819,Calculated Anion Gap,-,VitalSigns 
4821,Urea,-,VitalSigns 
4822,Manually Entered FiO2,-,Settings 
4823,Calculated Arterial Blood Base Excess,-,VitalSigns 
4824,Ionized Magnesium,-,VitalSigns 
4826,Desired Module Temperature,-,Settings 
4827,Calculated BUN/Creatinine Ratio,-,VitalSigns 
4828,Calculated Urea/Creatinine Ratio,-,VitalSigns 
4829,Lactate,-,VitalSigns 
4830,Device Simulator Status,-,DeviceInfo 
4835,Pressure of Sensor 1,-,VitalSigns 
4836,Pressure of Sensor 2,-,VitalSigns 
4837,Module Temperature,-,OtherMeasuredData 
4843,Air Temperature,-,OtherMeasuredData 
4844,Micro Environment Air Temperature Setting,-,Settings 
4847,Weight of the Urine Disposable Bag,-,VitalSigns 
4848,Total Urine Volume of the Current Measurement Period,-,VitalSigns 
4849,Urine Fluid Density,-,VitalSigns 
4850,Urine Fluid Temperature,-,VitalSigns 
4854,Ventilation Activated Status,-,VitalSigns 
4856,Simplified Acuity Physiologic Score,-,VitalSigns 
4857,Value Normal,-,VitalSigns 
4858,Aspartate Aminotransferase,-,VitalSigns 
4859,Spontaneous Respiration Rate,-,VitalSigns 
4864,Current Fluid in Urine Bag,-,VitalSigns 
4865,Cardiac Function Index (Thermodilution),-,VitalSigns 
4866,Intrathoracic Blood Volume (Thermodilution),-,VitalSigns 
4867,Intrathoracic Blood Volume Index (Thermodilution),-,VitalSigns 
4868,Extravascular Lung Water (Thermodilution),-,VitalSigns 
4869,Extravascular Lung Water Index (Thermodilution),-,VitalSigns 
4873,NMT TOF Count,-,VitalSigns 
4874,NMT TOF Ratio,-,VitalSigns 
4875,Twitch Height of the 1Hz/0.1Hz Stimulation Response,-,VitalSigns 
4876,Post Tetatic Count,-,VitalSigns 
4877,Remaining Time to Next Stimulation,-,VitalSigns 
4878,TOF Response TOF1,-,VitalSigns 
4879,TOF Response TOF2,-,VitalSigns 
4880,TOF Response TOF3,-,VitalSigns 
4881,TOF Response TOF4,-,VitalSigns 
4883,Activated Partial Thromboplastin Time (aPTT Whole Blood Time),-,VitalSigns 
4884,Activated Partial Thromboplastin Time (aPTT Plasma Equivalent Time),-,VitalSigns 
4886,Prothrombin Time (Whole Blood Time),-,VitalSigns 
4887,Prothrombin Time (Plasma Equivalent Time),-,VitalSigns 
4888,Prothrombin Time Ratio,-,VitalSigns 
4889,Spontaneous Inspiration Time,-,VitalSigns 
4890,Overdistension Index,-,VitalSigns 
4891,Lung Time Constant,-,VitalSigns 
4892,Airway Correlation Coefficient,-,VitalSigns 
4893,Rate Volume Ratio,-,VitalSigns 
4894,Normalized Ionized Calcium (Ca),-,VitalSigns 
4956,Peak Inspiratory Flow Setting,-,Settings 
4957,Trigger Sensitivity Setting,-,Settings 
4958,Plateau Time Setting,-,Settings 
4959,Multiple Sigh Number Setting,-,Settings 
4960,Apnea Tidal Volume Setting,-,Settings 
4961,Apnea Respiration Rate Setting,-,Settings 
4962,Apnea Peak Flow Setting,-,Settings 
4963,Apnea Inspired O2 Setting,-,Settings 
4964,PSV Pressure Setting,-,Settings 
4966,Sigh Activation Status,-,DeviceInfo 
4967,Suction O2 Concentration Setting,-,Settings 
4968,PCV Control Pressure Setting,-,Settings 
4969,PCV Inspiratory Time Setting,-,Settings 
4970,PCV Apnea Respiration Rate Setting,-,Settings 
4971,PCV Apnea Inspiratory Time Setting,-,Settings 
4972,PCV Apnea O2 Setting,-,Settings 
4973,PCV Apnea High Airway Pressure Setting,-,Settings 
4975,Inspiratory Component of I:E Ratio Setting,-,Settings 
4976,Expiratory Component of I:E Ratio Setting,-,Settings 
4977,Inspiratory Component of Apnea Ventilation I:E Ratio Setting,-,Settings 
4978,Expiratory Component of Apnea Ventilation I:E Ratio Setting,-,Settings 
4979,Setting: Pressure Ventilation Control,-,Settings 
4981,Cycle Time Setting,-,Settings 
4982,IPPV Ventilation Respiration Rate Setting,-,Settings 
4983,IMV Ventilation Respiration Rate Setting,-,Settings 
4984,Pressure Support PEEP Setting,-,Settings 
4987,Apnea Ventilation Delay,-,Settings 
4989,O2 Monitoring Mode,-,DeviceInfo 
4990,O2 Calibration Mode,-,DeviceInfo 
4993,Inspiratory Time Setting,-,Settings 
4994,Expiratory Time Setting,-,Settings 
4996,Alarm Percentage on Rise Time Setting,-,Settings 
4997,Continuous Positive Airway Pressure (CPAP) Setting,-,Settings 
4998,Ventilator Flow Setting,-,Settings 
5000,Low Inspiratory Pressure Setting,-,Settings 
5001,HFV Flow Setting,-,Settings 
5002,HFV Respiration Rate Setting,-,Settings 
5005,Mechanical Ventilation Activated Status,-,DeviceInfo 
5006,SIMV Mode,-,DeviceInfo 
5007,Mandatory Inspired Minute Volume Setting,-,Settings 
5009,Infusion Pump Delivery Rate Setting,-,Settings 
5011,Airway Respiration Rate Setting,-,Settings 
5012,Trigger Flow/Volume Setting,-,Settings 
5013,Apnea Alarm Delay,-,DeviceInfo 
5014,HFV Amplitude Setting,-,Settings 
5015,Volume Alarm Delay,-,Settings 
5016,Pressure Increase Rate Setting,-,Settings 
5017,Volume Warning Setting,-,Settings 
5026,Airway Inspiratory Pressure Lower Alarm Limit,-,Settings 
5028,Apnea Alarm Delay Setting,-,Settings 
5029,Pressure Ramp Setting (ASB Ramp),-,Settings 
5030,Applied Tidal Volume Setting,-,Settings 
5031,Assist Pressure Sensitivity Setting,-,Settings 
5032,High Inspiratory Pressure Setting,-,Settings 
5033,Background Flow Setting,-,Settings 
5035,Vaporizer Agent Concentration Setting,-,Settings 
5036,Vaporizer Isoflurane Concentration Setting,-,Settings 
5037,Vaporizer Enflurane Concentration Setting,-,Settings 
5038,Vaporizer Halothane Concentration Setting,-,Settings 
5039,Vaporizer Desflurane Concentration Setting,-,Settings 
5040,Vaporizer Sevoflurane Concentration Setting,-,Settings 
5041,Gas Measurement Sensor Position,-,DeviceInfo 
5042,O2 Measurement Sensor Position,-,DeviceInfo 
5044,Inspired Tidal Volume Setting,-,Settings 
5045,Incubator/Warmer Temperature Setting,-,Settings 
5046,Preset Period of UrVol Setting,-,Settings 
5050,Low Time Setting,-,Settings 
5051,High Time Setting,-,Settings 
5052,Low Pressure Setting,-,Settings 
5053,High Pressure Setting,-,Settings 
5054,Volume Assist Level Setting,-,Settings 
5055,CPAP Flow Assist Level Setting,-,Settings 
5056,Preset Stimulation Current Setting,-,Settings 
5057,Preset Stimulation Charge Setting,-,Settings 
5058,Preset Stimulation Impulse Duration Setting,-,Settings 
5059,NMT TOF Repetition Time,-,DeviceInfo 
5060,Panting Limit Setting,-,Settings 
5065,Airway Inspiratory Pressure Upper Alarm Limit,-,Settings 
5066,Sigh Volume,-,VitalSigns 
5069,Sustained Pressure Alarm Limit,-,Settings 
5072,Intrathoracic Blood Volume (ITBV),-,VitalSigns 
5073,Intrathoracic Blood Volume Index (ITBI),-,VitalSigns 
5074,Extravascular Lung Water,-,VitalSigns 
5075,Extravascular Lung Water Index,-,VitalSigns 
5076,Global End Diastolic Volume,-,VitalSigns 
5077,Global End Diastolic Volume Index,-,VitalSigns 
5078,Cardiac Function Index,-,VitalSigns 
5079,Mixed Venous O2 Saturation,-,VitalSigns 
5080,Generic Term for the Transcutaneous Gases,-,VitalSigns 
5083,Intrinsic PEEP,-,VitalSigns 
5086,Positive Peak Inspiratory Pressure,-,VitalSigns 
5087,Dead Space to Tidal Volume Ratio,-,VitalSigns 
5088,Lung Volume Trapped,-,VitalSigns 
5089,Lung Vital Capacity,-,VitalSigns 
5090,Generic Lung Compliance,-,VitalSigns 
5092,EEG Electromyography,-,VitalSigns 
5093,Suppression Ratio,-,VitalSigns 
5095,EEG Peak Power Frequency,-,VitalSigns 
5101,End Tidal N2,-,VitalSigns 
5102,Inspired N2,-,VitalSigns 
5109,Generic Agent Wave,-,Waveforms 
5110,End Tidal MAC Concentration,-,VitalSigns 
5111,Left Ventricular Stroke Volume Index,-,VitalSigns 
5112,Left Ventricular Stroke Volume,-,VitalSigns 
5113,Right Ventricular Stroke Volume,-,VitalSigns 
5114,Glasgow Coma Score,-,VitalSigns 
5115,SubScore of the GCS - Eye Response,-,VitalSigns 
5116,SubScore of the GCS - Motoric Response,-,VitalSigns 
5117,SubScore of the GCS - Verbal Response,-,VitalSigns 
5118,Head Circumference,-,VitalSigns 
5119,pH in Arterial Blood,-,VitalSigns 
5120,Arterial Blood Hemoglobin (HB),-,VitalSigns 
5121,pH in Venous Blood,-,VitalSigns 
5122,Urine Natrium,-,VitalSigns 
5123,Natrium in Serum,-,VitalSigns 
5124,pH in the Blood Plasma,-,VitalSigns 
5125,Blood Natrium (Sodium),-,VitalSigns 
5126,Kalium (Potassium),-,VitalSigns 
5127,Generic Glucose Parameter,-,VitalSigns 
5128,Partial CO2,-,VitalSigns 
5129,Partial O2,-,VitalSigns 
5130,Base Excess of Blood,-,VitalSigns 
5131,Percent Alveolarvenous Shunt Qs/Qt,-,VitalSigns 
5132,Extravascular Thermal Volume Index,-,VitalSigns 
5133,VPB Rate,-,VitalSigns 
5134,ECG Lead V1 Wave,-,Waveforms 
5135,ECG Lead V2 Wave,-,Waveforms 
5136,ECG Lead V3 Wave,-,Waveforms 
5137,ECG Lead V4 Wave,-,Waveforms 
5138,ECG Lead V5 Wave,-,Waveforms 
5139,ECG Lead V6 Wave,-,Waveforms 
5140,ECG Lead I Wave,-,Waveforms 
5141,ECG Lead II Wave,-,Waveforms 
5142,ECG Lead III Wave,-,Waveforms 
5143,ECG Lead aVR Wave,-,Waveforms 
5144,ECG Lead aVL Wave,-,Waveforms 
5145,ECG Lead aVF Wave,-,Waveforms 
5185,Mean Dominant Frequency (CH3),-,VitalSigns 
5186,Mean Dominant Frequency (CH4),-,VitalSigns 
5189,NMT DBS Count,-,VitalSigns 
5191,Peak Power Frequency (CH3),-,VitalSigns 
5192,Peak Power Frequency (CH4),-,VitalSigns 
5497,Pump Infusion Mode,-,DeviceInfo 
5507,Remaining Time Counter,-,OtherMeasuredData 
5598,APRV Low Pressure Synchronisation Time Setting,-,Settings 
5603,APRV High Pressure Synchronisation Time Setting,-,Settings 
5614,Acoustic Respiration Rate,-,VitalSigns 
5616,Regional O2 Saturation (rSO2 2),-,VitalSigns 
5617,Regional O2 Saturation (rSO2 3),-,VitalSigns 
5620,Regional O2 Saturation (rSO2 4),-,VitalSigns 
5632,Regional O2 Saturation (rSO2 5),-,VitalSigns 
5633,Regional O2 Saturation (rSO2 6),-,VitalSigns 
5637,O2 Delivery Index (Thermodilution),-,VitalSigns 
5659,Noninvasive Venous Hemoglobin (SpHbv),-,VitalSigns 
5660,Noninvasive Arterial Hemoglobin (SpHba),-,VitalSigns 
5661,Generic Pulse Rate,-,VitalSigns 
5680,Corrected Total Hemoglobin,-,VitalSigns 
5681,Corrected Arterial Total Hemoglobin,-,VitalSigns 
5682,Corrected Venous Total Hemoglobin,-,VitalSigns 
5694,Systemic Vascular Resistance (Thermodilution),-,VitalSigns 
5695,Systemic Vascular Resistance Index (Thermodilution),-,VitalSigns 
5707,Pulse Rate (Abdominal),-,VitalSigns 
5719,ECG Lead V3R,-,VitalSigns 
5720,ECG Lead V4R,-,VitalSigns 
5721,ECG Lead V5R,-,VitalSigns 
5763,Inspired NO,-,VitalSigns 
5767,ECG Lead V9,-,VitalSigns 
5774,ECG Lead V7,-,VitalSigns 
5775,ECG Lead V8,-,VitalSigns 
5807,Apnea Ventilation I:E Ratio Setting,unitless,Settings 
5817,Assisted Respiration Rate,-,VitalSigns 
5818,Correlation Coefficient Squared,-,VitalSigns 
5837,ECG Lead V6R,-,VitalSigns 
5873,Citrate Solution Concentration,-,Settings 
5874,Calcium Solution Concentration,-,Settings 
5886,Citrate Acid Concentration,-,Settings 
5887,Citrate Load Setting,-,Settings 
5949,Backup Respiration Rate Setting,-,Settings 
5958,Inspired Expired Pressure Difference,-,VitalSigns 
5959,Backup Inspired Expired Pressure Difference Setting,-,Settings 
6124,Femoral Arterial Pressure Mean,-,VitalSigns 
6125,Femoral Arterial Pressure Systolic,-,VitalSigns 
6126,Femoral Arterial Pressure Diastolic,-,VitalSigns 
6281,Tidal Volume Lower Alarm Limit,-,Settings 
6283,Minute Volume Lower Alarm Limit,-,Settings 
6322,ECG Lead V7 Wave,-,Waveforms 
6323,ECG Lead V8 Wave,-,Waveforms 
6324,ECG Lead V9 Wave,-,Waveforms 
6326,Airway Aux Wave,-,Waveforms 
6331,Fetal DECG Wave,-,Waveforms 
6339,Patient BSA Formula,unitless,PatientInfo 
6343,Platelets (Thrombocyte Count),-,VitalSigns 
6388,Endotracheal Tube Type,-,DeviceInfo 
6390,Minute Volume Upper Alarm Limit,-,Settings 
6394,Pulse Rate from Plethysmogram,-,VitalSigns 
6396,ECG Ectopic Status,-,VitalSigns 
6399,ST Lead ES,-,VitalSigns 
6400,ST Lead AS,-,VitalSigns 
6401,ST Lead AI,-,VitalSigns 
6402,ST Index,-,VitalSigns 
6409,Pulse Pressure,-,VitalSigns 
6410,Mean Transit Time (MTt),-,VitalSigns 
6450,Alveolar Dead Space,-,VitalSigns 
6451,Tympanic Temperature,-,VitalSigns 
6452,Injectate Volume (CO),-,VitalSigns 
6453,SpO2 (Telemetry),-,VitalSigns 
6454,Pulse Rate (Telemetry),-,VitalSigns 
6455,Intracranial Pressure ICP1 (Systolic),-,VitalSigns 
6456,Intracranial Pressure ICP1 (Diastolic),-,VitalSigns 
6457,Intracranial Pressure ICP1 (Mean),-,VitalSigns 
6458,Intracranial Pressure ICP2 Systolic,-,VitalSigns 
6459,Intracranial Pressure ICP2 Diastolic,-,VitalSigns 
6460,Intracranial Pressure ICP2 Mean,-,VitalSigns 
6461,Brachial Arterial Pressure (BA) Systolic,-,VitalSigns 
6462,Brachial Arterial Pressure (BA) Diastolic,-,VitalSigns 
6463,Brachial Arterial Pressure (BA) Mean,-,VitalSigns 
6464,Vesical Temperature (Bladder),-,VitalSigns 
6465,Cerebral Temperature,-,VitalSigns 
6466,ST Level for Lead I,-,VitalSigns 
6467,ST Level for Lead II,-,VitalSigns 
6468,ST Level for Lead III,-,VitalSigns 
6469,ST Level for Lead aVR,-,VitalSigns 
6470,ST Level for Lead aVL,-,VitalSigns 
6471,ST Level for Lead aVF,-,VitalSigns 
6472,ST Level for Lead V1,-,VitalSigns 
6473,ST Level for Lead V2,-,VitalSigns 
6474,ST Level for Lead V3,-,VitalSigns 
6475,ST Level for Lead V4,-,VitalSigns 
6476,ST Level for Lead V5,-,VitalSigns 
6477,ST Level for Lead V6,-,VitalSigns 
6478,Prothrombin Time (International Normalized Ratio),-,VitalSigns 
6479,PSV Tidal Volume,-,VitalSigns 
6480,Negative Inspiratory Force Index,-,VitalSigns 
6481,A-Line ARX Index,-,VitalSigns 
6484,Impedance Cardiography (ICG) Wave,-,Waveforms 
6485,Thoracic Fluid Content,-,VitalSigns 
6486,Thoracic Fluid Content Index,-,VitalSigns 
6487,Accelerated Cardiac Index,-,VitalSigns 
6488,Heart Contractility Index,-,VitalSigns 
6489,O2 Saturation (Left),-,VitalSigns 
6490,O2 Saturation (Right),-,VitalSigns 
6491,Pulse Pressure Variation,-,VitalSigns 
6492,Downslope Time,-,VitalSigns 
6493,Pulmonary Vascular Permeability Index,-,VitalSigns 
6502,ART Pulse Rate,-,VitalSigns 
6543,Umbilical Arterial Pressure Pulse Rate,-,VitalSigns 
6544,Patient Visit Number,unitless,PatientInfo 
6555,Patient Height at Entered Time,-,PatientInfo 
6557,Patient Weight at Entered Time,-,PatientInfo 
6567,Patient Body Surface Area (BSA),-,PatientInfo 
6685,Inspired O2 Setting (FiO2),-,Settings 
6702,Inspiratory Component of I:E Ratio Setting,-,Settings 
6703,Expiratory Component of I:E Ratio Setting,-,Settings 
6735,Lung Elastance,-,VitalSigns 
6739,Backup Inspiratory Time Setting,-,Settings 
6744,Pressure Support Level Above Phigh,-,Settings 
6746,Total Respiration Duration Setting,-,Settings 
6772,Heater Power,-,DeviceInfo 
6861,Capillary Refill Time,-,VitalSigns 
6935,Estimated Patient Circuit Leakage,-,OtherMeasuredData 
6936,Estimated Ventilation Total Leakage,-,OtherMeasuredData 
6967,Ventilation Mode Additional Information,-,DeviceInfo 
6995,Backup Plateau Time Setting,-,Settings 
7000,ECG Lead V3R Wave,-,Waveforms 
7001,ECG Lead V4R Wave,-,Waveforms 
7002,ECG Lead V5R Wave,-,Waveforms 
7003,ECG Lead V6R Wave,-,Waveforms 
7019,Signal Quality Index (BIS),-,OtherMeasuredData 
7106,Continuous NIBP Systolic,-,VitalSigns 
7107,Continuous NIBP Diastolic,-,VitalSigns 
7108,Continuous NIBP Mean,-,VitalSigns 
7118,Next Intervention Time,-,OtherMeasuredData 
7315,Total Power (CH3),-,VitalSigns 
7316,Total Power (CH4),-,VitalSigns 
7335,Total Power (Left),-,VitalSigns 
7336,Total Power (Right),-,VitalSigns 
7414,PCV I:E Ratio Setting,unitless,Settings 
7434,Inspiratory CO2 (FiCO2),-,VitalSigns 
7532,End Tidal NO2,-,VitalSigns 
7535,Fresh Gas Total Flow,-,OtherMeasuredData 
7545,Bolus Volume Setting,-,Settings 
7557,Generic NIBP Pressure,-,VitalSigns 
7587,Endotracheal Tube Diameter,-,DeviceInfo 
7640,Mandatory Respiration Rate,-,VitalSigns 
7641,Mandatory Minute Volume,-,VitalSigns 
7642,Mandatory Tidal Volume,-,VitalSigns 
7644,N2O Consumption,-,OtherMeasuredData 
7765,Device Power Up Time,s,DeviceInfo 
7768,O2 Consumption,-,VitalSigns 
7770,Air Consumption,-,VitalSigns 
7773,Arterial Blood Pressure (ABP),-,VitalSigns 
7777,ABP Pulse Rate,-,VitalSigns 
7797,Signal Noise Ratio (CCO),-,VitalSigns 
7803,Spontaneous Airway Respiration Rate,-,VitalSigns 
7804,Synchronized Respiration Rate,-,VitalSigns 
7805,Mechanical Respiration Rate,-,VitalSigns 
7806,Daily Urine Output,-,VitalSigns 
7809,Activated Partial Thromboplastin Time Ratio,-,VitalSigns 
7810,Global Ejection Fraction,-,VitalSigns 
7811,Generic CO2 Parameter,-,VitalSigns 
7823,Central Venous O2 Saturation (ScvO2),-,VitalSigns 
7858,Suppression Ratio (BIS),-,VitalSigns 
7865,Right Ventricular Stroke Work Index,-,VitalSigns 
7870,Base Excess of Extracellular Fluid,-,VitalSigns 
7878,Rise Time Setting,-,Settings 
7879,Time Duration at Low Pressure (Tlow),-,VitalSigns 
7880,Time Duration at High Pressure (Thigh),-,VitalSigns 
7904,Spontaneous Tidal Volume,-,VitalSigns 
7905,Cardiac Troponin l,-,VitalSigns 
7906,Cardiopulmonary Bypass Status,-,VitalSigns 
7907,Cardiac Brain Natriuretic Peptide,-,VitalSigns 
7908,Mean Dominant Frequency,-,VitalSigns 
7983,Filtration Current Volume,-,VitalSigns 
7986,Calcium Flow Rate Setting,-,Settings 
7987,Calcium Compensation Setting,-,Settings 
8189,Cerebral State Index (CSI),-,VitalSigns 
8201,EEG Amplitude,-,VitalSigns 
8339,Patient Middle Names,unitless,PatientInfo 
8350,Ao Pulse Rate,-,VitalSigns 
8351,PAP Pulse Rate,-,VitalSigns 
8352,CVP Pulse Rate,-,VitalSigns 
8353,RAP Pulse Rate,-,VitalSigns 
8354,LAP Pulse Rate,-,VitalSigns 
